,price,first_name,last_name,above_100
0,109.0372796,William,Dixon,True
1,262.5246522,Kristen,Horn,True
2,187.0072583,Kimberly,Chang,True
3,283.1746476,Mary,Ball,True
4,143.8715817,Benjamin,Craig,True
5,61.50899135,Cathy,Werner,False
6,48.6373091,Brandon,Bell,False
7,12.38946479,Paul,Farley,False
8,151.5954472,Sarah,Mcdaniel,True
9,75.62152103,Caroline,Anderson,False
10,147.0294047,Carl,Jones,True
11,244.1856527,Scott,Lee,True
12,17.86427032,Kaylee,Coleman,False
13,215.537283,Charles,Parker,True
14,38.35997063,Susan,Hess,False
15,204.1825486,Kiara,Collier,True
16,165.8514289,Mr.,Scott Martinez,True
17,30.30144506,Christopher,Ortega,False
18,243.1724911,Michael,Russell,True
19,287.4932856,Dwayne,Johnson,True
20,180.2344257,Patty,Smith,True
21,99.79911842,Deanna,Sherman,False
22,161.7688908,Douglas,Francis,True
23,18.64987672,Vicki,Diaz,False
24,244.9119836,Robin,Phillips,True
25,141.4988254,Travis,Rice,True
26,50.00303731,Ashley,Rocha,False
27,80.48182457,Sarah,Jacobson,False
28,98.91531394,Kayla,Shannon,False
29,220.6282177,Sean,Wang DDS,True
30,49.16869151,Richard,Estrada,False
31,150.1237842,Joseph,Torres,True
32,18.8434377,Kim,Jones,False
33,269.1840299,Melissa,Tanner,True
34,64.31251721,Jackson,Cline,False
35,296.2155012,Sonya,Foster,True
36,15.3908317,Allen,Williams,False
37,95.22843716,Mr.,Thomas Rivera,False
38,296.8244075,Jamie,Silva,True
39,92.50052419,Kathleen,Moore,False
40,169.2289293,Evelyn,Pineda,True
41,106.7990952,Kyle,Peters,True
42,49.10199817,Anthony,Cruz,False
43,122.9556986,Eric,Flores,True
44,254.4952606,Anna,Richardson,True
45,47.59652592,Gary,Harper,False
46,115.3627815,Linda,Johnson,True
47,87.97994846,Melissa,Smith,False
48,135.0230413,Kristen,Floyd,True
49,192.1491355,William,Diaz,True
50,134.9052939,Benjamin,Smith,True
51,216.2910463,David,Glenn,True
52,271.6144999,Dawn,Jones,True
53,14.4949198,Joel,Smith,False
54,268.6758682,Mr.,Larry Grimes MD,True
55,121.7750468,Joseph,Arnold,True
56,241.6216391,Kyle,Long,True
57,261.5460574,Brittany,Day,True
58,63.5130358,Bobby,Ward,False
59,254.0755771,Thomas,Lee,True
60,101.4887352,Jennifer,Hansen,True
61,176.0919174,Lisa,Murray,True
62,273.2303409,Meghan,Wade,True
63,84.88856949,Tammie,Brooks,False
64,264.0746652,Maria,Bell,True
65,130.3484426,Allison,Livingston,True
66,17.34276379,Chris,Hays,False
67,78.93257699,Courtney,Mitchell,False
68,188.0219256,Shawn,White,True
69,225.0198237,Taylor,Gomez,True
70,200.7248208,Jeremy,Rodriguez,True
71,66.24555967,April,Garcia,False
72,15.49738786,Zachary,Watts,False
73,206.8212547,Sarah,Montoya,True
74,89.18615989,Jennifer,Barker,False
75,72.35772704,Sharon,Garza,False
76,196.379322,Tiffany,Stevens,True
77,93.69836738,Ruben,Armstrong,False
78,271.162282,Dr.,Jeffrey Spencer,True
79,247.8596071,Nicole,Ramsey,True
80,277.9324821,Anne,Roy,True
81,285.6616405,Lori,Sanchez,True
82,126.850211,Allison,Chavez,True
83,36.47040894,Marcus,Adams,False
84,16.31507197,Mary,Smith,False
85,178.4576742,Joseph,Reed,True
86,26.04525746,Jason,Armstrong,False
87,88.47561284,Jeff,Armstrong,False
88,247.8395255,Sean,Shields,True
89,104.742308,Jessica,Allison,True
90,99.11707917,Christian,Grant,False
91,180.3535589,Edward,Watson,True
92,142.090116,Derrick,Cooke,True
93,235.9669749,Arthur,Hall MD,True
94,139.4507994,Sean,Patrick,True
95,127.3925734,Heather,Collins,True
96,107.8624451,Megan,Gomez,True
97,114.6709254,William,Hale,True
98,8.608441014,Olivia,Thompson,False
99,18.85827433,Lori,Torres,False
100,214.9321807,Vickie,Hernandez,True
101,40.3199327,Kimberly,Brown,False
102,182.8545499,Sherry,Meza,True
103,44.11611704,Phillip,Hansen,False
104,28.68694329,Jeanette,Knight,False
105,27.63036397,Kayla,Hanson,False
106,284.4290554,James,Johnston,True
107,53.72799274,Dr.,John Porter,False
108,93.68075684,Elizabeth,Reyes,False
109,77.00624357,Kristen,Henry,False
110,160.3401593,Claudia,Anderson,True
111,18.71038619,Nicholas,Webb,False
112,206.0421068,Allison,Cooper,True
113,280.7741315,Zachary,Barnes,True
114,265.9765808,Gregory,Hill III,True
115,16.51163899,Terry,Ayers,False
116,290.4095461,Jessica,Wilson,True
117,190.3291917,Daniel,Frazier,True
118,218.2505083,Brian,Welch,True
119,123.1834427,Carol,Chavez,True
120,214.3503174,Ethan,Mcdonald,True
121,57.54786356,Gerald,Martinez,False
122,59.87926423,Eric,King,False
123,110.9463132,Sylvia,Walters,True
124,64.46710142,Jonathan,Lane,False
125,180.2628702,Matthew,Turner,True
126,30.51584181,Jeffrey,Bauer,False
127,54.90193651,Jessica,Shaffer,False
128,251.3752831,Chris,Spencer,True
129,236.0529879,Mary,Clarke,True
130,105.9834816,Timothy,Mendoza,True
131,182.343699,Alicia,Hoffman,True
132,144.8091344,Joseph,Gardner,True
133,297.9496406,Rachael,Rangel,True
134,194.2716338,Jeffrey,Harrington,True
135,158.543126,Sophia,Randolph,True
136,275.8719167,Debbie,Freeman,True
137,201.7749657,Matthew,Braun,True
138,268.3748402,Sheri,Hudson,True
139,204.0785754,Mary,King,True
140,155.0680648,Beth,Davis,True
141,193.9063244,Margaret,Castillo,True
142,172.283041,Tommy,Sandoval,True
143,46.55435299,Christopher,Hines,False
144,208.3596969,Richard,Wright,True
145,278.5230886,Michael,Brown,True
146,134.1895098,Nathan,Yu,True
147,248.8921382,Cameron,Ford,True
148,265.3745759,Carla,Hayes,True
149,136.0925777,Marissa,Matthews,True
150,237.1592416,Dr.,Samuel Thompson,True
151,168.9447684,Gary,Figueroa,True
152,146.8886849,Michael,West,True
153,140.3400576,Martin,Walton,True
154,8.667301583,Zachary,Lee,False
155,67.01185633,Christopher,Stephenson,False
156,117.7242458,Eric,Ortiz,True
157,56.23964364,Kara,Pittman,False
158,295.9391812,Andrew,Cowan,True
159,259.0397505,Rhonda,Moss DDS,True
160,92.82627714,Sarah,Williams,False
161,236.2472888,Carolyn,Collins,True
162,135.2701794,Larry,Mooney,True
163,294.2580699,Laura,Livingston,True
164,84.58145758,Candace,Mckenzie,False
165,124.7464543,Candace,Wallace,True
166,218.4318041,Jason,White,True
167,89.01176826,Patricia,Reynolds,False
168,244.4717106,Michael,Ellison,True
169,238.4560967,Melissa,Robles,True
170,109.6264717,Heidi,Fry,True
171,163.9573856,James,Smith,True
172,48.45811847,Charles,Ruiz,False
173,9.144974191,Stephanie,Green DDS,False
174,106.6192039,Stacey,Garcia,True
175,206.3635063,Glenda,Burke,True
176,104.052369,Zachary,Alvarez,True
177,2.448211506,Rachel,Shaw,False
178,269.623685,Carmen,Beard,True
179,186.9035775,Tony,Daniels,True
180,70.74105982,Randy,Mora,False
181,128.9497508,George,Aguirre,True
182,297.0405639,James,Miller,True
183,17.30622156,Jacqueline,Williams,False
184,121.2898903,April,Taylor,True
185,131.6237779,Robert,Johnson,True
186,280.9706506,Gary,White,True
187,192.7758756,Kim,Lowe,True
188,136.3415564,Samantha,Jones,True
189,16.30104965,Randy,Lozano,False
190,6.903795238,Arthur,Chavez,False
191,162.6066945,Melissa,Miller,True
192,282.5021066,Leslie,Mccormick,True
193,63.21802404,Carlos,Rubio,False
194,86.53219266,David,York,False
195,7.638645405,Gabriella,Anthony,False
196,117.854172,Olivia,Poole,True
197,74.67047228,Wayne,Wilson,False
198,267.3988136,Elizabeth,Moore,True
199,33.4533981,Janice,Campbell,False
200,63.64156782,Julie,Johnson,False
201,189.0392091,Misty,Cantrell,True
